house_id,land_size_sqm,house_size_sqm,no_of_rooms,no_of_bathrooms,large_living_room,parking_space,front_garden,swimming_pool,distance_to_school,wall_fence,house_age,water_front,distance_to_supermarket,crime_rate_index,room_size,property_value
4019,149 sqm,136 sqm,1,2,No,Yes,No,No,1.6km,No,17 Years,No,5.2 km,2.93,large,102387
4020,156 sqm,144 sqm,2,3,No,Yes,No,Yes,6.2km,No,7 Years,No,3.4 km,0.29,medium,122437
4021,217 sqm,215 sqm,4,2,Yes,Yes,Yes,Yes,2.2km,No,18 Years,No,0.4 km,3.77,extra_large,162750
4022,271 sqm,257 sqm,4,3,No,Yes,Yes,Yes,1.2km,Yes,2 Years,No,0.7 km,4.69,extra_large,229333
4023,556 sqm,472 sqm,8,5,Yes,Yes,Yes,Yes,0.8km,Yes,5 Years,No,1.6 km,0.07,large,487202
4024,217 sqm,198 sqm,4,3,Yes,Yes,Yes,Yes,5.2km,No,4 Years,No,4.9 km,5.08,medium,162343
4025,138 sqm,121 sqm,2,2,Yes,Yes,No,Yes,5.7km,Yes,8 Years,No,2.9 km,0.21,large,131764
4026,202 sqm,176 sqm,4,5,Yes,Yes,Yes,Yes,6.9km,Yes,7 Years,No,5.4 km,0.11,medium,185731
4027,236 sqm,202 sqm,3,1,Yes,Yes,Yes,No,4.9km,No,21 Years,No,5.7 km,0.40,extra_large,174832
4028,459 sqm,432 sqm,7,5,Yes,Yes,Yes,Yes,6.4km,Yes,13 Years,Yes,5.5 km,4.19,large,414339
4029,139 sqm,133 sqm,2,1,No,Yes,No,No,3.9km,No,21 Years,No,1.6 km,3.36,large,87916
4030,255 sqm,231 sqm,5,5,Yes,Yes,Yes,Yes,1.5km,Yes,21 Years,No,2.2 km,1.11,extra_large,217314
4031,306 sqm,303 sqm,5,3,Yes,No,Yes,Yes,2.4km,Yes,12 Years,No,4.7 km,3.56,large,254685
4032,321 sqm,318 sqm,5,2,Yes,Yes,Yes,No,6.2km,Yes,9 Years,No,6.1 km,2.86,large,249379
4033,127 sqm,125 sqm,1,1,No,No,No,No,6.8km,No,18 Years,No,1.2 km,4.74,large,70878
4034,228 sqm,201 sqm,3,4,Yes,No,No,No,1.5km,Yes,7 Years,No,3.3 km,5.81,large,158796
4035,228 sqm,219 sqm,3,1,Yes,No,No,Yes,0.7km,No,18 Years,No,6.9 km,1.26,extra_large,171327
4036,589 sqm,540 sqm,7,8,Yes,Yes,Yes,Yes,6.7km,Yes,1 Years,No,5.3 km,1.93,extra_large,466090
4037,278 sqm,256 sqm,5,3,Yes,Yes,Yes,Yes,2.2km,Yes,14 Years,No,2.6 km,1.33,extra_large,245744
4038,217 sqm,213 sqm,3,3,No,No,No,Yes,4.7km,No,16 Years,No,6.3 km,5.17,large,136267
4039,317 sqm,271 sqm,5,3,Yes,Yes,Yes,Yes,4.6km,No,8 Years,No,2.7 km,1.62,large,256331
4040,235 sqm,202 sqm,5,5,Yes,Yes,Yes,Yes,2.1km,Yes,10 Years,No,2.7 km,3.60,large,217545
4041,230 sqm,205 sqm,4,2,Yes,Yes,Yes,Yes,1.1km,Yes,5 Years,No,0.6 km,3.51,extra_large,200640
4042,230 sqm,209 sqm,5,2,Yes,Yes,Yes,Yes,6.2km,Yes,5 Years,No,6.5 km,4.47,large,187211
4043,236 sqm,231 sqm,5,4,Yes,Yes,Yes,Yes,0.7km,Yes,20 Years,No,0.7 km,2.28,extra_large,210453
4044,256 sqm,241 sqm,5,2,Yes,Yes,Yes,Yes,0.4km,Yes,2 Years,No,3.3 km,4.81,large,228680
4045,129 sqm,119 sqm,1,2,No,No,No,No,0.5km,No,8 Years,No,1.5 km,5.17,medium,91130
4046,283 sqm,246 sqm,5,5,Yes,Yes,Yes,Yes,2.3km,No,18 Years,No,6.5 km,5.93,extra_large,201186
4047,284 sqm,261 sqm,5,2,Yes,Yes,Yes,No,4.4km,Yes,16 Years,No,5.6 km,4.44,large,206799
4048,273 sqm,254 sqm,4,5,Yes,Yes,No,Yes,6.6km,No,22 Years,No,1.4 km,1.63,medium,199661
4049,234 sqm,204 sqm,4,3,No,Yes,No,No,0.9km,Yes,14 Years,No,5.2 km,3.11,medium,176994
4050,223 sqm,215 sqm,4,3,Yes,Yes,Yes,Yes,2.1km,Yes,10 Years,No,5.7 km,1.91,medium,197182
4051,236 sqm,213 sqm,3,3,No,No,No,Yes,3.1km,Yes,3 Years,No,1.6 km,1.17,extra_large,193998
4052,300 sqm,277 sqm,4,5,Yes,Yes,Yes,Yes,3.6km,Yes,6 Years,No,5.1 km,0.22,medium,275385
4053,120 sqm,108 sqm,2,1,No,Yes,No,Yes,2.6km,No,15 Years,No,4.7 km,1.05,medium,104659
4054,171 sqm,165 sqm,3,1,No,No,No,No,4.6km,Yes,1 Years,Yes,3.6 km,5.20,medium,132813
4055,220 sqm,202 sqm,3,2,No,No,Yes,No,4.5km,No,19 Years,No,3.9 km,5.18,extra_large,124331
4056,340 sqm,313 sqm,5,3,Yes,Yes,Yes,No,0.8km,Yes,7 Years,No,5.6 km,2.19,large,270665
4057,260 sqm,252 sqm,4,4,Yes,Yes,Yes,No,1.6km,Yes,12 Years,No,5.5 km,3.69,extra_large,194719
4058,171 sqm,159 sqm,3,3,Yes,No,No,Yes,5.1km,Yes,5 Years,No,0.4 km,0.32,large,157885
4059,276 sqm,270 sqm,4,5,Yes,Yes,Yes,Yes,3.7km,Yes,11 Years,No,0.4 km,0.10,large,251355
4060,419 sqm,419 sqm,7,8,Yes,Yes,Yes,Yes,3.5km,Yes,4 Years,No,3.4 km,4.32,large,359759
4061,141 sqm,123 sqm,1,1,No,Yes,Yes,No,4.8km,No,5 Years,No,1.3 km,4.75,extra_large,97824
4062,202 sqm,173 sqm,4,3,Yes,Yes,No,Yes,3.5km,No,3 Years,No,2.4 km,1.58,extra_large,163604
4063,160 sqm,139 sqm,3,1,No,No,Yes,No,1.8km,Yes,22 Years,No,6.1 km,4.74,large,115819
4064,204 sqm,190 sqm,3,1,No,Yes,Yes,No,2.9km,No,18 Years,No,1.4 km,1.93,extra_large,154226
4065,191 sqm,168 sqm,4,2,Yes,Yes,Yes,Yes,0.4km,No,12 Years,No,6.6 km,3.22,extra_large,163816
4066,177 sqm,177 sqm,3,4,Yes,No,No,Yes,1.9km,Yes,19 Years,No,5.9 km,0.83,medium,155553
4067,265 sqm,263 sqm,4,5,Yes,Yes,No,Yes,3.4km,Yes,13 Years,No,4.1 km,2.18,extra_large,211661
4068,216 sqm,199 sqm,4,2,Yes,Yes,Yes,Yes,2.7km,Yes,21 Years,No,0.9 km,3.72,extra_large,184707
4069,150 sqm,145 sqm,1,1,No,No,No,No,3.8km,No,5 Years,No,6.9 km,0.21,extra_large,102639
4070,236 sqm,202 sqm,4,3,Yes,Yes,Yes,Yes,2.1km,No,4 Years,No,4.9 km,4.80,medium,190095
4071,298 sqm,285 sqm,4,2,No,Yes,Yes,No,5.7km,Yes,6 Years,No,4.7 km,4.77,extra_large,209657
4072,600 sqm,549 sqm,8,5,Yes,Yes,Yes,Yes,1.1km,Yes,17 Years,No,2.2 km,4.77,extra_large,461944
4073,195 sqm,179 sqm,3,3,No,Yes,No,No,1.6km,Yes,3 Years,No,6.7 km,2.91,large,159617
4074,308 sqm,307 sqm,4,3,Yes,Yes,Yes,Yes,3.2km,Yes,5 Years,No,0.8 km,3.43,large,266912
4075,341 sqm,334 sqm,5,2,Yes,Yes,Yes,Yes,2.6km,Yes,17 Years,No,4.1 km,3.36,extra_large,259339
4076,236 sqm,217 sqm,4,3,Yes,Yes,Yes,Yes,5.1km,No,4 Years,No,4.5 km,2.68,large,188580
4077,171 sqm,153 sqm,3,1,No,Yes,No,Yes,4.3km,No,16 Years,No,5.2 km,4.89,extra_large,112872
4078,144 sqm,134 sqm,2,3,Yes,Yes,Yes,No,2.1km,No,19 Years,No,0.7 km,1.24,medium,115755
4079,222 sqm,222 sqm,3,2,No,No,No,No,1.8km,No,8 Years,No,4.6 km,0.71,small,156443
4080,614 sqm,519 sqm,8,8,Yes,Yes,Yes,Yes,5.9km,Yes,1 Years,No,5.7 km,4.49,large,505628
4081,226 sqm,199 sqm,3,3,Yes,No,No,Yes,2.2km,Yes,9 Years,No,3.9 km,4.15,medium,176050
4082,195 sqm,189 sqm,3,4,Yes,Yes,Yes,No,5.3km,Yes,20 Years,No,6.8 km,2.64,medium,148716
4083,277 sqm,272 sqm,4,2,Yes,Yes,No,Yes,6.8km,No,22 Years,No,3.7 km,2.85,medium,187658
4084,226 sqm,217 sqm,3,3,No,Yes,No,Yes,0.4km,Yes,20 Years,No,2.9 km,5.53,large,190954
4085,227 sqm,206 sqm,3,4,Yes,Yes,No,No,0.8km,Yes,11 Years,Yes,5.7 km,4.56,large,201715
4086,295 sqm,261 sqm,4,3,Yes,Yes,Yes,Yes,5.3km,No,6 Years,No,4.4 km,1.90,large,228924
4087,557 sqm,522 sqm,7,4,Yes,Yes,Yes,Yes,0.9km,Yes,7 Years,No,1.7 km,4.60,extra_large,436295
4088,213 sqm,187 sqm,4,3,Yes,Yes,Yes,Yes,4.1km,Yes,16 Years,No,3.4 km,5.81,extra_large,170024
4089,166 sqm,143 sqm,3,1,Yes,No,No,Yes,0.3km,Yes,13 Years,No,2.6 km,1.12,medium,155388
4090,323 sqm,287 sqm,5,3,Yes,Yes,Yes,Yes,1.2km,Yes,10 Years,No,6.4 km,0.69,extra_large,272332
4091,138 sqm,123 sqm,1,1,Yes,No,No,No,0.8km,No,3 Years,No,0.7 km,4.12,extra_large,105807
4092,208 sqm,183 sqm,4,5,Yes,Yes,No,No,3.6km,Yes,17 Years,No,0.6 km,1.02,medium,170442
4093,252 sqm,240 sqm,4,2,Yes,Yes,No,Yes,5.4km,Yes,17 Years,Yes,5.2 km,5.32,large,216626
4094,261 sqm,247 sqm,5,5,Yes,Yes,Yes,Yes,1.8km,Yes,13 Years,No,3.7 km,0.31,large,244312
4095,201 sqm,178 sqm,3,3,Yes,Yes,Yes,No,2.3km,No,22 Years,Yes,2.6 km,0.72,small,174628
4096,263 sqm,227 sqm,4,4,Yes,Yes,Yes,No,6.6km,Yes,22 Years,No,6.5 km,5.86,medium,180876
4097,235 sqm,235 sqm,5,5,Yes,Yes,Yes,Yes,2.2km,Yes,16 Years,No,1.4 km,3.38,extra_large,194699
4098,210 sqm,183 sqm,3,2,Yes,Yes,Yes,No,4.3km,Yes,6 Years,No,3.5 km,3.80,medium,170996
4099,273 sqm,260 sqm,4,3,Yes,Yes,Yes,Yes,3.7km,No,13 Years,No,5.4 km,3.90,large,198767
4100,141 sqm,126 sqm,1,1,Yes,No,No,No,4.3km,No,2 Years,No,4.3 km,0.08,large,101111
4101,104 sqm,102 sqm,1,1,No,No,No,Yes,4.4km,No,7 Years,No,2.3 km,1.75,extra_large,84215
4102,268 sqm,268 sqm,4,4,Yes,Yes,Yes,No,0.4km,Yes,19 Years,No,6.4 km,4.50,large,214119
4103,324 sqm,294 sqm,5,2,Yes,Yes,Yes,Yes,1.5km,Yes,21 Years,Yes,1.2 km,2.81,large,317564
4104,357 sqm,317 sqm,5,5,Yes,Yes,Yes,Yes,2.9km,Yes,2 Years,No,1.4 km,0.42,extra_large,308434
4105,297 sqm,288 sqm,5,2,Yes,Yes,Yes,Yes,3.3km,Yes,3 Years,No,1.5 km,4.21,large,253776
4106,113 sqm,111 sqm,1,2,No,No,No,No,5.9km,No,14 Years,No,6.7 km,2.08,extra_large,63983
4107,307 sqm,275 sqm,5,4,Yes,Yes,Yes,No,0.9km,Yes,4 Years,No,6.5 km,2.65,extra_large,248519
4108,218 sqm,209 sqm,3,4,Yes,Yes,Yes,No,0.5km,No,15 Years,No,3.6 km,0.28,small,170894
4109,180 sqm,167 sqm,2,2,No,Yes,No,Yes,6.7km,No,21 Years,No,1.5 km,0.27,medium,141977
4110,170 sqm,146 sqm,3,1,No,Yes,Yes,No,0.8km,Yes,17 Years,No,3.9 km,5.09,large,147953
4111,298 sqm,293 sqm,5,5,Yes,Yes,Yes,Yes,0.1km,Yes,9 Years,No,6.4 km,3.34,large,256725
4112,350 sqm,310 sqm,5,3,Yes,Yes,Yes,Yes,5.1km,Yes,4 Years,No,1.6 km,4.94,extra_large,279998
4113,285 sqm,271 sqm,5,5,No,Yes,Yes,Yes,2.5km,Yes,22 Years,No,3.5 km,4.24,extra_large,216403
4114,210 sqm,209 sqm,3,2,Yes,No,No,Yes,0.8km,No,3 Years,No,2.9 km,4.52,medium,161878
4115,135 sqm,115 sqm,2,2,No,Yes,No,No,0.5km,No,18 Years,No,0.3 km,4.44,medium,93673
4116,335 sqm,295 sqm,5,2,Yes,Yes,Yes,Yes,5.7km,Yes,3 Years,No,0.5 km,4.36,large,290408
4117,544 sqm,520 sqm,7,8,Yes,Yes,Yes,Yes,0.4km,Yes,14 Years,No,6.2 km,1.80,extra_large,445859
4118,227 sqm,217 sqm,3,1,Yes,No,No,No,1.2km,No,4 Years,No,4.1 km,3.76,small,148368
4119,232 sqm,227 sqm,4,2,Yes,No,Yes,Yes,5.7km,Yes,17 Years,No,4.1 km,0.45,large,193229
4120,256 sqm,222 sqm,4,3,Yes,Yes,Yes,Yes,4.5km,Yes,3 Years,No,4.4 km,3.55,medium,222795
4121,366 sqm,332 sqm,6,5,Yes,Yes,Yes,Yes,5.8km,Yes,8 Years,No,4.5 km,1.31,extra_large,310874
4122,307 sqm,281 sqm,5,3,Yes,Yes,Yes,Yes,1.8km,Yes,18 Years,No,4.8 km,2.48,extra_large,254003
4123,394 sqm,338 sqm,6,4,Yes,Yes,Yes,Yes,5.7km,Yes,20 Years,No,0.6 km,0.04,large,337893
4124,240 sqm,225 sqm,5,5,Yes,Yes,Yes,Yes,4.9km,Yes,10 Years,No,3.3 km,0.21,large,222895
4125,435 sqm,433 sqm,6,4,Yes,Yes,Yes,Yes,5.8km,Yes,17 Years,No,1.9 km,1.02,large,350469
4126,725 sqm,720 sqm,8,9,Yes,Yes,Yes,Yes,2.9km,Yes,6 Years,No,3.4 km,2.70,large,600911
4127,316 sqm,284 sqm,5,2,Yes,Yes,Yes,Yes,3.2km,Yes,21 Years,No,3.3 km,5.29,extra_large,235364
4128,298 sqm,272 sqm,5,3,Yes,Yes,Yes,Yes,3.5km,Yes,16 Years,No,4.3 km,1.54,extra_large,238390
4129,188 sqm,161 sqm,3,1,No,No,No,No,4.5km,Yes,21 Years,No,5.5 km,2.55,extra_large,122039
4130,266 sqm,243 sqm,5,5,Yes,Yes,Yes,No,3.1km,Yes,9 Years,No,6.3 km,3.71,large,208523
4131,170 sqm,148 sqm,3,4,Yes,Yes,No,No,6.5km,No,1 Years,No,4.7 km,4.72,medium,107954
4132,207 sqm,182 sqm,4,5,No,Yes,Yes,Yes,2.3km,Yes,22 Years,No,1.7 km,0.10,large,200328
4133,134 sqm,118 sqm,1,1,Yes,No,No,No,3.9km,No,22 Years,No,4.8 km,4.66,extra_large,66501
4134,157 sqm,143 sqm,3,1,Yes,Yes,Yes,No,2.4km,Yes,13 Years,No,3.9 km,0.71,medium,138940
4135,210 sqm,209 sqm,3,4,Yes,No,Yes,No,6.7km,Yes,18 Years,No,2.1 km,0.36,extra_large,162267
4136,215 sqm,214 sqm,3,1,Yes,No,Yes,No,5.5km,Yes,18 Years,No,5.9 km,1.40,medium,152985
4137,421 sqm,369 sqm,6,6,Yes,Yes,Yes,Yes,5.1km,Yes,11 Years,No,0.3 km,0.93,large,364020
4138,194 sqm,178 sqm,4,4,Yes,Yes,Yes,Yes,4.4km,Yes,18 Years,No,0.6 km,5.67,large,163060
4139,224 sqm,211 sqm,3,2,Yes,No,No,No,0.4km,No,7 Years,No,6.3 km,5.95,large,150819
4140,481 sqm,430 sqm,7,8,Yes,Yes,Yes,Yes,4.1km,Yes,19 Years,No,3.3 km,3.39,large,379563
4141,154 sqm,139 sqm,2,2,No,Yes,No,Yes,1.1km,No,17 Years,No,1.1 km,5.10,large,117419
4142,276 sqm,267 sqm,4,3,Yes,Yes,Yes,Yes,5.2km,Yes,22 Years,No,1.1 km,4.06,large,220950
4143,276 sqm,253 sqm,4,3,Yes,Yes,Yes,No,6.7km,No,11 Years,No,4.4 km,2.27,medium,196588
4144,292 sqm,281 sqm,4,3,Yes,Yes,Yes,Yes,0.6km,Yes,22 Years,No,2.6 km,0.09,medium,249436
4145,214 sqm,209 sqm,4,4,Yes,No,No,Yes,2.8km,Yes,10 Years,No,4.4 km,5.23,large,176544
4146,596 sqm,546 sqm,7,7,Yes,Yes,Yes,Yes,0.6km,Yes,10 Years,No,6.1 km,1.87,large,504998
4147,138 sqm,128 sqm,1,1,Yes,No,No,No,2.8km,No,12 Years,No,6.2 km,0.91,extra_large,94838
4148,566 sqm,531 sqm,7,6,Yes,Yes,Yes,Yes,3.9km,Yes,13 Years,No,0.7 km,2.75,extra_large,451547
4149,100 sqm,95 sqm,1,1,Yes,No,No,No,0.3km,No,11 Years,No,5.4 km,0.55,medium,83996
4150,195 sqm,190 sqm,4,5,No,No,No,Yes,2.9km,No,12 Years,No,1.3 km,1.38,extra_large,152240
4151,210 sqm,196 sqm,4,2,Yes,Yes,Yes,Yes,2.5km,Yes,1 Years,No,6.4 km,5.27,extra_large,169495
4152,324 sqm,299 sqm,5,4,Yes,Yes,Yes,Yes,4.3km,Yes,16 Years,No,0.2 km,5.09,large,263755
4153,248 sqm,248 sqm,4,3,Yes,No,Yes,Yes,2.4km,No,14 Years,No,3.8 km,5.82,extra_large,169834
4154,191 sqm,171 sqm,4,4,Yes,Yes,Yes,Yes,0.3km,Yes,2 Years,No,6.9 km,1.36,extra_large,191526
4155,217 sqm,193 sqm,4,2,Yes,Yes,Yes,Yes,6.2km,Yes,8 Years,No,1.8 km,5.62,medium,178761
4156,357 sqm,323 sqm,5,5,Yes,Yes,Yes,Yes,0.6km,Yes,7 Years,Yes,3.6 km,0.35,extra_large,350032
4157,219 sqm,201 sqm,3,3,Yes,Yes,No,Yes,5.3km,No,9 Years,No,0.8 km,5.21,small,155852
4158,361 sqm,343 sqm,6,5,Yes,Yes,Yes,Yes,1.1km,Yes,2 Years,No,3.7 km,4.14,large,309079
4159,262 sqm,234 sqm,4,4,Yes,Yes,Yes,Yes,3.3km,No,12 Years,No,1.6 km,4.66,medium,198710
4160,270 sqm,252 sqm,5,3,Yes,Yes,Yes,Yes,0.6km,Yes,7 Years,No,3.2 km,0.08,large,262941
4161,600 sqm,557 sqm,7,8,Yes,Yes,Yes,Yes,4.4km,Yes,5 Years,No,3.2 km,0.51,extra_large,493368
4162,431 sqm,381 sqm,6,4,Yes,Yes,Yes,Yes,6.1km,Yes,9 Years,No,3.4 km,5.79,large,346409
4163,303 sqm,261 sqm,4,4,Yes,Yes,Yes,Yes,4.6km,Yes,19 Years,No,5.8 km,1.75,extra_large,251295
4164,284 sqm,246 sqm,4,2,Yes,Yes,Yes,Yes,3.9km,Yes,19 Years,No,6.4 km,1.66,extra_large,234010
4165,175 sqm,151 sqm,3,2,Yes,Yes,No,No,3.5km,No,5 Years,No,3.7 km,1.73,small,125080
4166,182 sqm,164 sqm,2,2,No,Yes,No,No,1.9km,No,11 Years,No,6.5 km,4.26,large,117982
4167,155 sqm,155 sqm,3,1,Yes,No,No,Yes,0.4km,Yes,9 Years,No,0.5 km,2.98,large,155906
4168,519 sqm,506 sqm,7,7,Yes,Yes,Yes,Yes,5.9km,Yes,4 Years,No,2.3 km,0.40,extra_large,429117
4169,262 sqm,233 sqm,4,2,Yes,Yes,Yes,Yes,0.9km,Yes,17 Years,No,6.5 km,3.64,medium,224140
4170,280 sqm,272 sqm,4,3,Yes,Yes,No,Yes,2.9km,Yes,20 Years,No,4.8 km,5.85,large,228012
4171,238 sqm,238 sqm,5,4,Yes,Yes,Yes,Yes,6.8km,Yes,20 Years,No,0.3 km,4.59,large,189143
4172,228 sqm,227 sqm,4,5,Yes,Yes,Yes,Yes,6.7km,Yes,17 Years,No,2.8 km,2.15,extra_large,183264
4173,213 sqm,204 sqm,4,4,No,Yes,Yes,Yes,1.7km,No,1 Years,No,6.3 km,2.19,large,175621
4174,155 sqm,153 sqm,2,3,No,No,No,No,0.5km,No,4 Years,No,4.4 km,2.91,medium,110488
4175,141 sqm,123 sqm,2,2,No,No,Yes,No,3.2km,No,7 Years,No,0.4 km,3.86,large,104524
4176,194 sqm,165 sqm,3,4,No,Yes,No,Yes,2.6km,Yes,17 Years,No,0.6 km,1.99,extra_large,168839
4177,174 sqm,156 sqm,3,4,Yes,Yes,No,No,2.9km,Yes,14 Years,No,5.9 km,3.15,medium,133561
4178,230 sqm,219 sqm,4,5,Yes,Yes,No,Yes,3.3km,Yes,4 Years,No,5.6 km,5.77,extra_large,181601
4179,123 sqm,118 sqm,1,1,No,No,No,No,2.8km,No,4 Years,No,6.1 km,4.58,medium,70555
4180,161 sqm,146 sqm,3,2,No,Yes,No,No,2.4km,Yes,13 Years,No,0.4 km,2.53,medium,127806
4181,280 sqm,251 sqm,4,4,Yes,Yes,Yes,No,6.5km,Yes,2 Years,No,3.2 km,1.97,large,230944
4182,328 sqm,312 sqm,5,3,Yes,Yes,Yes,Yes,0.7km,Yes,6 Years,No,1.6 km,5.83,large,286363
4183,183 sqm,169 sqm,2,1,No,Yes,No,No,5.5km,No,1 Years,No,3.8 km,4.06,large,121134
4184,331 sqm,329 sqm,6,5,Yes,Yes,Yes,Yes,4.7km,Yes,19 Years,No,1.8 km,1.01,large,279025
4185,125 sqm,125 sqm,1,2,No,No,No,No,6.3km,No,2 Years,No,4.1 km,1.27,extra_large,78310
4186,243 sqm,210 sqm,4,3,Yes,Yes,Yes,Yes,2.6km,No,6 Years,No,4.3 km,4.83,medium,178970
4187,305 sqm,300 sqm,4,3,No,Yes,Yes,Yes,3.9km,No,8 Years,No,3.6 km,5.55,medium,208632
4188,260 sqm,260 sqm,5,2,Yes,Yes,Yes,Yes,4.1km,Yes,15 Years,No,6.6 km,5.55,large,193754
4189,339 sqm,338 sqm,5,4,Yes,Yes,Yes,Yes,2.2km,Yes,8 Years,No,4.7 km,0.43,large,294767
4190,319 sqm,300 sqm,5,3,Yes,Yes,Yes,Yes,5.1km,Yes,4 Years,No,6.9 km,4.55,extra_large,257297
4191,162 sqm,143 sqm,3,1,Yes,No,Yes,No,4.5km,No,1 Years,No,5.6 km,0.86,extra_large,126006
4192,153 sqm,135 sqm,3,3,Yes,Yes,No,No,6.5km,Yes,18 Years,No,4.8 km,1.93,large,115932
4193,462 sqm,451 sqm,6,7,Yes,Yes,Yes,Yes,0.5km,Yes,8 Years,No,5.8 km,2.79,extra_large,378390
4194,288 sqm,268 sqm,4,4,Yes,Yes,Yes,Yes,0.1km,Yes,4 Years,No,2.5 km,2.92,large,266133
4195,296 sqm,265 sqm,4,5,No,Yes,Yes,Yes,1.4km,No,9 Years,No,6.8 km,1.79,medium,227185
4196,215 sqm,191 sqm,3,1,No,No,Yes,No,3.5km,No,20 Years,No,3.8 km,3.05,extra_large,143477
4197,271 sqm,238 sqm,4,3,Yes,Yes,Yes,Yes,3.8km,Yes,20 Years,No,6.1 km,2.65,medium,226495
4198,148 sqm,132 sqm,1,2,No,No,No,No,4.3km,No,13 Years,No,0.2 km,4.83,medium,82225
4199,360 sqm,318 sqm,5,5,Yes,Yes,Yes,Yes,0.2km,Yes,1 Years,No,1.8 km,5.35,large,325864
4200,267 sqm,244 sqm,5,5,No,Yes,Yes,Yes,3.4km,Yes,21 Years,No,4.5 km,4.05,extra_large,210471
4201,208 sqm,193 sqm,3,1,No,No,Yes,No,6.1km,Yes,4 Years,No,3.6 km,4.32,small,133612
4202,263 sqm,243 sqm,5,3,Yes,Yes,Yes,Yes,2.9km,No,11 Years,No,0.9 km,4.58,extra_large,196636
4203,187 sqm,169 sqm,2,1,No,No,No,Yes,2.8km,No,5 Years,No,1.6 km,5.72,large,119541
4204,330 sqm,312 sqm,5,2,Yes,Yes,Yes,Yes,1.5km,Yes,3 Years,No,4.7 km,1.70,extra_large,282510
4205,310 sqm,271 sqm,5,2,Yes,Yes,Yes,No,2.6km,Yes,5 Years,No,2.6 km,0.53,extra_large,252888
4206,322 sqm,306 sqm,5,5,Yes,Yes,Yes,Yes,5.5km,Yes,4 Years,No,3.3 km,5.59,large,262696
4207,297 sqm,277 sqm,5,2,Yes,Yes,Yes,Yes,3.4km,Yes,15 Years,No,6.4 km,3.47,extra_large,241813
4208,198 sqm,172 sqm,4,2,No,Yes,Yes,No,1.9km,Yes,4 Years,No,3.1 km,1.01,extra_large,177584
4209,234 sqm,205 sqm,5,3,Yes,Yes,Yes,Yes,0.4km,Yes,6 Years,No,3.1 km,5.91,extra_large,209917
4210,301 sqm,298 sqm,5,2,Yes,No,Yes,Yes,1.2km,Yes,8 Years,No,3.9 km,3.08,large,260909
4211,117 sqm,102 sqm,1,1,No,No,Yes,No,0.6km,No,9 Years,No,4.1 km,1.94,extra_large,97087
4212,194 sqm,182 sqm,4,3,No,Yes,Yes,Yes,3.9km,Yes,2 Years,No,5.9 km,1.72,medium,176801
4213,287 sqm,259 sqm,4,5,Yes,Yes,Yes,No,2.9km,Yes,8 Years,No,5.7 km,5.97,large,219636
4214,409 sqm,403 sqm,6,7,Yes,Yes,Yes,Yes,4.3km,Yes,20 Years,No,5.7 km,5.21,large,302855
4215,107 sqm,103 sqm,1,1,No,No,No,No,1.1km,No,6 Years,No,1.4 km,0.23,medium,87009
4216,442 sqm,417 sqm,6,4,Yes,Yes,Yes,Yes,6.6km,Yes,6 Years,Yes,3.5 km,3.61,large,415335
4217,204 sqm,200 sqm,3,1,Yes,No,No,No,3.4km,Yes,13 Years,No,6.2 km,1.09,small,148077
4218,183 sqm,160 sqm,3,1,No,Yes,No,No,3.9km,No,11 Years,No,3.1 km,2.42,large,121004
4219,158 sqm,146 sqm,3,2,Yes,Yes,No,No,0.1km,Yes,10 Years,No,5.8 km,0.58,extra_large,144329
4220,279 sqm,251 sqm,5,2,Yes,Yes,Yes,Yes,6.3km,No,14 Years,No,0.9 km,5.18,extra_large,198409
4221,236 sqm,227 sqm,3,1,Yes,No,Yes,No,3.8km,No,11 Years,No,6.7 km,2.27,medium,161413
4222,287 sqm,280 sqm,5,4,Yes,Yes,Yes,Yes,4.2km,Yes,11 Years,No,3.3 km,1.17,large,258554
4223,157 sqm,147 sqm,2,2,No,Yes,No,No,4.6km,No,11 Years,No,2.5 km,4.35,large,99047
4224,233 sqm,204 sqm,3,4,Yes,Yes,No,Yes,6.8km,Yes,12 Years,No,0.3 km,4.69,small,184289
4225,195 sqm,176 sqm,3,2,No,No,No,No,0.5km,Yes,1 Years,No,6.7 km,4.96,small,127019
4226,179 sqm,161 sqm,3,4,No,Yes,No,Yes,4.2km,No,10 Years,No,3.4 km,1.91,extra_large,138309
4227,141 sqm,120 sqm,2,2,No,Yes,No,No,3.2km,No,4 Years,No,1.1 km,4.89,large,86112
4228,225 sqm,216 sqm,4,3,No,Yes,Yes,Yes,5.7km,Yes,17 Years,No,6.6 km,4.82,extra_large,159535
4229,464 sqm,425 sqm,6,4,Yes,Yes,Yes,Yes,1.9km,Yes,6 Years,No,2.5 km,0.02,large,411918
4230,271 sqm,253 sqm,5,3,Yes,Yes,Yes,Yes,0.9km,Yes,11 Years,No,6.5 km,2.59,large,242661
4231,441 sqm,381 sqm,6,7,Yes,Yes,Yes,Yes,5.2km,Yes,20 Years,No,4.8 km,0.70,large,364838
4232,237 sqm,221 sqm,4,4,Yes,Yes,Yes,No,2.7km,Yes,16 Years,No,0.8 km,2.74,large,189172
4233,197 sqm,172 sqm,4,2,Yes,Yes,Yes,Yes,1.9km,Yes,22 Years,No,5.5 km,0.73,medium,188114
4234,122 sqm,106 sqm,2,1,Yes,Yes,No,Yes,2.2km,No,20 Years,No,3.5 km,2.01,large,105860
